Language Runtime,/open-source/language-runtime,Kotlin Standard Library JRE 8,/artifact/org.jetbrains.kotlin/kotlin-stdlib-jre8
LevelDB Integration,/open-source/leveldb-integration,Infinispan LevelDB CacheStore,/artifact/org.infinispan/infinispan-cachestore-leveldb
LevelDB Integration,/open-source/leveldb-integration,LevelDB,/artifact/org.iq80.leveldb/leveldb
LevelDB Integration,/open-source/leveldb-integration,Leveldbjni All,/artifact/org.fusesource.leveldbjni/leveldbjni-all
Logging Bridges,/open-source/logging-bridges,Apache Log4j SLF4J Binding,/artifact/org.apache.logging.log4j/log4j-slf4j-impl
Logging Bridges,/open-source/logging-bridges,JCL 1.2 Implemented Over SLF4J,/artifact/org.slf4j/jcl-over-slf4j
Logging Bridges,/open-source/logging-bridges,SLF4J LOG4J 12 Binding,/artifact/org.slf4j/slf4j-log4j12
Logging Frameworks,/open-source/logging-frameworks,Apache Log4j,/artifact/log4j/log4j
Logging Frameworks,/open-source/logging-frameworks,Logback Classic Module,/artifact/ch.qos.logback/logback-classic
Logging Frameworks,/open-source/logging-frameworks,SLF4J API Module,/artifact/org.slf4j/slf4j-api
Machine Learning,/open-source/machine-learning,Spark Project ML Library,/artifact/org.apache.spark/spark-mllib
Machine Learning,/open-source/machine-learning,Weka Dev,/artifact/nz.ac.waikato.cms.weka/weka-dev
Machine Learning,/open-source/machine-learning,Weka Stable,/artifact/nz.ac.waikato.cms.weka/weka-stable
Mail Clients,/open-source/mail-clients,Apache Commons Email,/artifact/org.apache.commons/commons-email
Mail Clients,/open-source/mail-clients,JavaMail API (compat),/artifact/javax.mail/mail
Mail Clients,/open-source/mail-clients,JavaMail API,/artifact/com.sun.mail/javax.mail
Markdown Processors,/open-source/markdown-processors,CommonMark Java Core,/artifact/com.atlassian.commonmark/commonmark
Markdown Processors,/open-source/markdown-processors,Flexmark Java Core,/artifact/com.vladsch.flexmark/flexmark
Markdown Processors,/open-source/markdown-processors,Pegdown,/artifact/org.pegdown/pegdown
Math Libraries,/open-source/math-libraries,Apache Commons Math,/artifact/org.apache.commons/commons-math3
Math Libraries,/open-source/math-libraries,Commons Math,/artifact/org.apache.commons/commons-math
Math Libraries,/open-source/math-libraries,JTS Topology Suite,/artifact/com.vividsolutions/jts
Maven Plugins,/open-source/maven-plugins,Apache Maven Dependency Plugin,/artifact/org.apache.maven.plugins/maven-dependency-plugin
Maven Plugins,/open-source/maven-plugins,ONOS YANG Maven Plugin,/artifact/org.onosproject/onos-yang-maven-plugin
Maven Plugins,/open-source/maven-plugins,SwitchYard: "switchyard" Plugin,/artifact/org.switchyard/switchyard-plugin
Maven Repositories API,/open-source/maven-repository-apis,Aether :: API,/artifact/org.sonatype.aether/aether-api
Maven Repositories API,/open-source/maven-repository-apis,Aether API,/artifact/org.eclipse.aether/aether-api
Maven Repositories API,/open-source/maven-repository-apis,Coursier,/artifact/io.get-coursier/coursier
Message Brokers,/open-source/message-brokers,ActiveMQ :: Broker,/artifact/org.apache.activemq/activemq-broker
Message Brokers,/open-source/message-brokers,ActiveMQ :: Core,/artifact/org.apache.activemq/activemq-core
Message Brokers,/open-source/message-brokers,Apache Kafka,/artifact/org.apache.kafka/kafka
Message Queue Clients,/open-source/message-queue-clients,RabbitMQ Java Client,/artifact/com.rabbitmq/amqp-client
Message Queue Clients,/open-source/message-queue-clients,Spring JMS,/artifact/org.springframework/spring-jms
Message Queue Clients,/open-source/message-queue-clients,Spring Messaging,/artifact/org.springframework/spring-messaging
Microbenchmarks,/open-source/microbenchmarks,JMH Core,/artifact/org.openjdk.jmh/jmh-core
Microbenchmarks,/open-source/microbenchmarks,JUnitBenchmarks,/artifact/com.carrotsearch/junit-benchmarks
Microbenchmarks,/open-source/microbenchmarks,Scalameter,/artifact/com.storm-enroute/scalameter
MIME Types Libraries,/open-source/mime-types-libraries,Apache HttpClient Mime,/artifact/org.apache.httpcomponents/httpmime
